index,chr,pos_start,pos_end,comp_name,comp_rank,continous_rank
39,chr16,390001,400000,A.1.1.1.2.2.1,1.0,0.973684210526316
40,chr16,400001,410000,A.1.1.1.2.2.1,1.0,0.973684210526316
41,chr16,410001,420000,A.1.1.1.2.2.1,1.0,0.973684210526316
42,chr16,420001,430000,A.1.1.1.2.2.1,1.0,0.973684210526316
43,chr16,430001,440000,A.1.1.1.2.2.1,1.0,0.973684210526316
44,chr16,440001,450000,A.1.1.1.2.2.1,1.0,0.973684210526316
45,chr16,450001,460000,A.1.1.1.2.2.1,1.0,0.973684210526316
46,chr16,460001,470000,A.1.1.1.2.2.1,1.0,0.973684210526316
47,chr16,470001,480000,A.1.1.1.2.2.1,1.0,0.973684210526316
48,chr16,480001,490000,A.1.1.1.2.2.1,1.0,0.973684210526316
49,chr16,490001,500000,A.1.1.1.2.2.1,1.0,0.973684210526316
50,chr16,500001,510000,A.1.1.1.2.2.1,1.0,0.973684210526316
51,chr16,510001,520000,A.1.1.1.2.2.1,1.0,0.973684210526316
52,chr16,520001,530000,A.1.1.1.2.2.1,1.0,0.973684210526316
53,chr16,530001,540000,A.1.1.1.2.2.1,1.0,0.973684210526316
54,chr16,540001,550000,A.1.1.1.2.2.1,1.0,0.973684210526316
55,chr16,550001,560000,A.1.1.1.2.2.1,1.0,0.973684210526316
56,chr16,560001,570000,A.1.1.1.2.2.1,1.0,0.973684210526316
57,chr16,570001,580000,A.1.1.1.2.2.1,1.0,0.973684210526316
58,chr16,580001,590000,A.1.1.1.2.2.1,1.0,0.973684210526316
59,chr16,590001,600000,A.1.1.1.2.2.1,1.0,0.973684210526316
60,chr16,600001,610000,A.1.1.1.2.2.1,1.0,0.973684210526316
61,chr16,610001,620000,A.1.1.1.2.2.1,1.0,0.973684210526316
62,chr16,620001,630000,A.1.1.1.2.2.1,1.0,0.973684210526316
63,chr16,630001,640000,A.1.1.1.2.2.1,1.0,0.973684210526316
64,chr16,640001,650000,A.1.1.1.2.2.1,1.0,0.973684210526316
65,chr16,650001,660000,A.1.1.1.2.2.1,1.0,0.973684210526316
66,chr16,660001,670000,A.1.1.1.2.2.1,1.0,0.973684210526316
67,chr16,670001,680000,A.1.1.1.2.2.1,1.0,0.973684210526316
68,chr16,680001,690000,A.1.1.1.2.2.1,1.0,0.973684210526316
69,chr16,690001,700000,A.1.1.1.2.2.1,1.0,0.973684210526316
70,chr16,700001,710000,A.1.1.1.2.2.1,1.0,0.973684210526316
71,chr16,710001,720000,A.1.1.1.2.2.1,1.0,0.973684210526316
72,chr16,720001,730000,A.1.1.1.2.2.1,1.0,0.973684210526316
73,chr16,730001,740000,A.1.1.1.2.2.1,1.0,0.973684210526316
74,chr16,740001,750000,A.1.1.1.2.2.1,1.0,0.973684210526316
75,chr16,750001,760000,A.1.1.2.2.2.2.1.2,1.0,0.929824561403509
76,chr16,760001,770000,A.1.1.2.2.2.2.1.2,1.0,0.929824561403509
77,chr16,770001,780000,A.1.1.2.2.2.2.1.2,1.0,0.929824561403509
78,chr16,780001,790000,A.1.1.2.2.2.2.1.2,1.0,0.929824561403509
79,chr16,790001,800000,A.1.1.2.2.2.2.1.2,1.0,0.929824561403509
80,chr16,800001,810000,A.1.1.2.2.2.2.1.2,1.0,0.929824561403509
81,chr16,810001,820000,A.1.1.2.2.2.2.1.2,1.0,0.929824561403509
82,chr16,820001,830000,A.1.1.2.2.2.2.1.2,1.0,0.929824561403509
83,chr16,830001,840000,A.1.1.2.2.2.2.1.2,1.0,0.929824561403509
84,chr16,840001,850000,A.1.1.2.2.2.2.1.2,1.0,0.929824561403509
85,chr16,850001,860000,A.1.1.2.2.2.2.1.2,1.0,0.929824561403509
86,chr16,860001,870000,A.1.1.2.2.2.2.1.2,1.0,0.929824561403509
87,chr16,870001,880000,A.1.1.2.2.2.2.1.2,1.0,0.929824561403509
88,chr16,880001,890000,A.1.1.2.2.2.2.1.2,1.0,0.929824561403509
89,chr16,890001,900000,A.1.1.2.2.2.2.1.2,1.0,0.929824561403509
90,chr16,900001,910000,A.1.1.2.2.2.2.1.2,1.0,0.929824561403509
91,chr16,910001,920000,A.1.1.2.2.2.2.1.2,1.0,0.929824561403509
92,chr16,920001,930000,A.1.1.2.2.2.2.1.2,1.0,0.929824561403509
93,chr16,930001,940000,A.1.1.2.2.2.2.1.2,1.0,0.929824561403509
94,chr16,940001,950000,A.1.1.2.2.2.2.1.2,1.0,0.929824561403509
95,chr16,950001,960000,A.1.1.2.2.2.2.1.2,1.0,0.929824561403509
96,chr16,960001,970000,A.1.1.2.2.2.2.1.2,1.0,0.929824561403509
97,chr16,970001,980000,A.1.1.2.2.2.2.1.2,1.0,0.929824561403509
98,chr16,980001,990000,A.1.1.2.2.2.2.1.2,1.0,0.929824561403509
99,chr16,990001,1000000,A.1.1.2.2.2.2.1.2,1.0,0.929824561403509
100,chr16,1000001,1010000,A.1.1.2.2.2.2.1.2,1.0,0.929824561403509
101,chr16,1010001,1020000,A.1.1.2.2.2.2.1.2,1.0,0.929824561403509
102,chr16,1020001,1030000,A.1.1.2.2.2.2.1.2,1.0,0.929824561403509
103,chr16,1030001,1040000,A.1.1.2.2.2.2.1.2,1.0,0.929824561403509
104,chr16,1040001,1050000,A.1.1.2.2.2.2.1.2,1.0,0.929824561403509
105,chr16,1050001,1060000,A.1.2.1.2.1.2.1,0.875,0.864035087719298
106,chr16,1060001,1070000,A.1.2.1.2.1.2.1,0.875,0.864035087719298
107,chr16,1070001,1080000,A.1.2.1.2.1.2.1,0.875,0.864035087719298
108,chr16,1080001,1090000,A.1.2.1.2.1.2.1,0.875,0.864035087719298
109,chr16,1090001,1100000,A.1.2.1.2.1.2.1,0.875,0.864035087719298
110,chr16,1100001,1110000,A.1.2.1.2.1.2.1,0.875,0.864035087719298
111,chr16,1110001,1120000,A.1.2.1.2.1.2.1,0.875,0.864035087719298
112,chr16,1120001,1130000,A.1.2.1.2.1.2.1,0.875,0.864035087719298
113,chr16,1130001,1140000,A.1.2.1.2.1.2.1,0.875,0.864035087719298
114,chr16,1140001,1150000,A.1.2.1.2.1.2.1,0.875,0.864035087719298
115,chr16,1150001,1160000,A.1.1.1.2.2.2,1.0,0.969298245614035
116,chr16,1160001,1170000,A.1.1.1.2.2.2,1.0,0.969298245614035
117,chr16,1170001,1180000,A.1.1.1.2.2.2,1.0,0.969298245614035
118,chr16,1180001,1190000,A.1.1.1.2.2.2,1.0,0.969298245614035
119,chr16,1190001,1200000,A.1.1.1.2.2.2,1.0,0.969298245614035
120,chr16,1200001,1210000,A.1.1.1.2.2.2,1.0,0.969298245614035
121,chr16,1210001,1220000,A.1.1.1.2.2.2,1.0,0.969298245614035
122,chr16,1220001,1230000,A.1.1.1.2.2.2,1.0,0.969298245614035
123,chr16,1230001,1240000,A.1.1.1.2.2.2,1.0,0.969298245614035
124,chr16,1240001,1250000,A.1.1.1.2.2.2,1.0,0.969298245614035
125,chr16,1250001,1260000,A.1.1.1.2.2.2,1.0,0.969298245614035
126,chr16,1260001,1270000,A.1.1.1.2.2.2,1.0,0.969298245614035
127,chr16,1270001,1280000,A.1.1.1.2.2.2,1.0,0.969298245614035
128,chr16,1280001,1290000,A.1.1.1.2.2.2,1.0,0.969298245614035
129,chr16,1290001,1300000,A.1.1.1.2.2.2,1.0,0.969298245614035
130,chr16,1300001,1310000,A.1.1.1.2.2.2,1.0,0.969298245614035
131,chr16,1310001,1320000,A.1.1.1.2.2.2,1.0,0.969298245614035
132,chr16,1320001,1330000,A.1.1.1.2.2.2,1.0,0.969298245614035
133,chr16,1330001,1340000,A.1.1.1.2.2.2,1.0,0.969298245614035
134,chr16,1340001,1350000,A.1.1.1.2.2.2,1.0,0.969298245614035
135,chr16,1350001,1360000,A.1.1.1.2.2.2,1.0,0.969298245614035
136,chr16,1360001,1370000,A.1.1.1.2.2.2,1.0,0.969298245614035
137,chr16,1370001,1380000,A.1.1.1.2.2.2,1.0,0.969298245614035
138,chr16,1380001,1390000,A.1.1.1.2.2.2,1.0,0.969298245614035
139,chr16,1390001,1400000,A.1.1.1.2.2.2,1.0,0.969298245614035
140,chr16,1400001,1410000,A.1.1.1.2.2.2,1.0,0.969298245614035
141,chr16,1410001,1420000,A.1.1.1.2.2.2,1.0,0.969298245614035
142,chr16,1420001,1430000,A.1.1.1.2.2.2,1.0,0.969298245614035
143,chr16,1430001,1440000,A.1.1.1.2.2.2,1.0,0.969298245614035
144,chr16,1440001,1450000,A.1.1.1.2.2.2,1.0,0.969298245614035
145,chr16,1450001,1460000,A.1.1.2.2.2.2.1.1,1.0,0.93421052631579
146,chr16,1460001,1470000,A.1.1.2.2.2.2.1.1,1.0,0.93421052631579
147,chr16,1470001,1480000,A.1.1.2.2.2.2.1.1,1.0,0.93421052631579
148,chr16,1480001,1490000,A.1.1.2.2.2.2.1.1,1.0,0.93421052631579
149,chr16,1490001,1500000,A.1.1.2.2.2.2.1.1,1.0,0.93421052631579
150,chr16,1500001,1510000,A.1.1.2.2.2.2.1.1,1.0,0.93421052631579
151,chr16,1510001,1520000,A.1.1.2.2.2.2.1.1,1.0,0.93421052631579
152,chr16,1520001,1530000,A.1.1.2.2.2.2.1.1,1.0,0.93421052631579
153,chr16,1530001,1540000,A.1.1.2.2.2.2.1.1,1.0,0.93421052631579
154,chr16,1540001,1550000,A.1.1.2.2.2.2.1.1,1.0,0.93421052631579
155,chr16,1550001,1560000,A.1.1.2.2.2.2.1.1,1.0,0.93421052631579
156,chr16,1560001,1570000,A.1.1.2.2.2.2.1.1,1.0,0.93421052631579
157,chr16,1570001,1580000,A.1.1.2.2.2.2.1.1,1.0,0.93421052631579
158,chr16,1580001,1590000,A.1.1.2.2.2.2.1.1,1.0,0.93421052631579
159,chr16,1590001,1600000,A.1.1.2.2.2.2.1.1,1.0,0.93421052631579
160,chr16,1600001,1610000,A.1.1.2.2.2.2.1.1,1.0,0.93421052631579
161,chr16,1610001,1620000,A.1.1.2.2.2.2.1.1,1.0,0.93421052631579
162,chr16,1620001,1630000,A.1.1.2.2.2.2.1.1,1.0,0.93421052631579
163,chr16,1630001,1640000,A.1.1.2.2.2.2.1.1,1.0,0.93421052631579
164,chr16,1640001,1650000,A.1.1.2.2.2.2.1.1,1.0,0.93421052631579
165,chr16,1650001,1660000,A.1.1.2.2.2.2.2,1.0,0.925438596491228
166,chr16,1660001,1670000,A.1.1.2.2.2.2.2,1.0,0.925438596491228
167,chr16,1670001,1680000,A.1.1.2.2.2.2.2,1.0,0.925438596491228
168,chr16,1680001,1690000,A.1.1.2.2.2.2.2,1.0,0.925438596491228
169,chr16,1690001,1700000,A.1.1.2.2.2.2.2,1.0,0.925438596491228
170,chr16,1700001,1710000,A.1.1.2.2.2.2.2,1.0,0.925438596491228
171,chr16,1710001,1720000,A.1.1.2.2.2.2.2,1.0,0.925438596491228
172,chr16,1720001,1730000,A.1.1.2.2.2.2.2,1.0,0.925438596491228
173,chr16,1730001,1740000,A.1.1.2.2.2.2.2,1.0,0.925438596491228
174,chr16,1740001,1750000,A.1.1.2.2.2.2.2,1.0,0.925438596491228
175,chr16,1750001,1760000,A.1.1.2.2.2.2.2,1.0,0.925438596491228
176,chr16,1760001,1770000,A.1.1.2.2.2.2.2,1.0,0.925438596491228
177,chr16,1770001,1780000,A.1.1.2.2.2.2.2,1.0,0.925438596491228
178,chr16,1780001,1790000,A.1.1.2.2.2.2.2,1.0,0.925438596491228
179,chr16,1790001,1800000,A.1.1.2.2.2.2.2,1.0,0.925438596491228
180,chr16,1800001,1810000,A.1.1.1.1.2.2,1.0,0.982456140350877
181,chr16,1810001,1820000,A.1.1.1.1.2.2,1.0,0.982456140350877
182,chr16,1820001,1830000,A.1.1.1.1.2.2,1.0,0.982456140350877
183,chr16,1830001,1840000,A.1.1.1.1.2.2,1.0,0.982456140350877
184,chr16,1840001,1850000,A.1.1.1.1.2.2,1.0,0.982456140350877
185,chr16,1850001,1860000,A.1.1.1.1.2.2,1.0,0.982456140350877
186,chr16,1860001,1870000,A.1.1.1.1.2.2,1.0,0.982456140350877
187,chr16,1870001,1880000,A.1.1.1.1.2.2,1.0,0.982456140350877
188,chr16,1880001,1890000,A.1.1.1.1.2.2,1.0,0.982456140350877
189,chr16,1890001,1900000,A.1.1.1.1.2.2,1.0,0.982456140350877
190,chr16,1900001,1910000,A.1.1.1.1.2.2,1.0,0.982456140350877
191,chr16,1910001,1920000,A.1.1.1.1.2.2,1.0,0.982456140350877
192,chr16,1920001,1930000,A.1.1.1.1.2.2,1.0,0.982456140350877
193,chr16,1930001,1940000,A.1.1.1.1.2.2,1.0,0.982456140350877
194,chr16,1940001,1950000,A.1.1.1.1.2.2,1.0,0.982456140350877
195,chr16,1950001,1960000,A.1.1.1.1.2.2,1.0,0.982456140350877
196,chr16,1960001,1970000,A.1.1.1.1.2.2,1.0,0.982456140350877
197,chr16,1970001,1980000,A.1.1.1.1.2.2,1.0,0.982456140350877
198,chr16,1980001,1990000,A.1.1.1.1.2.2,1.0,0.982456140350877
199,chr16,1990001,2000000,A.1.1.1.1.2.2,1.0,0.982456140350877
200,chr16,2000001,2010000,A.1.1.1.1.2.2,1.0,0.982456140350877
201,chr16,2010001,2020000,A.1.1.1.1.2.2,1.0,0.982456140350877
202,chr16,2020001,2030000,A.1.1.1.1.2.2,1.0,0.982456140350877
203,chr16,2030001,2040000,A.1.1.1.1.2.2,1.0,0.982456140350877
204,chr16,2040001,2050000,A.1.1.1.1.2.2,1.0,0.982456140350877
205,chr16,2050001,2060000,A.1.1.1.1.2.2,1.0,0.982456140350877
206,chr16,2060001,2070000,A.1.1.1.1.2.2,1.0,0.982456140350877
207,chr16,2070001,2080000,A.1.1.1.1.2.2,1.0,0.982456140350877
208,chr16,2080001,2090000,A.1.1.1.1.2.2,1.0,0.982456140350877
209,chr16,2090001,2100000,A.1.1.1.1.2.2,1.0,0.982456140350877
210,chr16,2100001,2110000,A.1.1.1.1.2.2,1.0,0.982456140350877
211,chr16,2110001,2120000,A.1.1.1.1.2.2,1.0,0.982456140350877
212,chr16,2120001,2130000,A.1.1.1.1.2.2,1.0,0.982456140350877
213,chr16,2130001,2140000,A.1.1.1.1.2.2,1.0,0.982456140350877
214,chr16,2140001,2150000,A.1.1.1.1.2.2,1.0,0.982456140350877
215,chr16,2150001,2160000,A.1.1.1.1.2.2,1.0,0.982456140350877
216,chr16,2160001,2170000,A.1.1.1.1.2.2,1.0,0.982456140350877
217,chr16,2170001,2180000,A.1.1.1.1.2.2,1.0,0.982456140350877
218,chr16,2180001,2190000,A.1.1.1.1.2.2,1.0,0.982456140350877
219,chr16,2190001,2200000,A.1.1.1.1.2.2,1.0,0.982456140350877
220,chr16,2200001,2210000,A.1.1.1.1.2.2,1.0,0.982456140350877
221,chr16,2210001,2220000,A.1.1.1.1.2.2,1.0,0.982456140350877
222,chr16,2220001,2230000,A.1.1.1.1.2.2,1.0,0.982456140350877
223,chr16,2230001,2240000,A.1.1.1.1.2.2,1.0,0.982456140350877
224,chr16,2240001,2250000,A.1.1.1.1.2.2,1.0,0.982456140350877
225,chr16,2250001,2260000,A.1.1.1.1.2.2,1.0,0.982456140350877
226,chr16,2260001,2270000,A.1.1.1.1.2.2,1.0,0.982456140350877
227,chr16,2270001,2280000,A.1.1.1.1.2.2,1.0,0.982456140350877
228,chr16,2280001,2290000,A.1.1.1.1.2.2,1.0,0.982456140350877
229,chr16,2290001,2300000,A.1.1.1.1.2.2,1.0,0.982456140350877
230,chr16,2300001,2310000,A.1.1.1.1.2.1.2,1.0,0.986842105263158
231,chr16,2310001,2320000,A.1.1.1.1.2.1.2,1.0,0.986842105263158
232,chr16,2320001,2330000,A.1.1.1.1.2.1.2,1.0,0.986842105263158
233,chr16,2330001,2340000,A.1.1.1.1.2.1.2,1.0,0.986842105263158
234,chr16,2340001,2350000,A.1.1.1.1.2.1.2,1.0,0.986842105263158
235,chr16,2350001,2360000,A.1.1.1.1.2.1.2,1.0,0.986842105263158
236,chr16,2360001,2370000,A.1.1.1.1.2.1.2,1.0,0.986842105263158
237,chr16,2370001,2380000,A.1.1.1.1.2.1.2,1.0,0.986842105263158
238,chr16,2380001,2390000,A.1.1.1.1.2.1.2,1.0,0.986842105263158
239,chr16,2390001,2400000,A.1.1.1.1.2.1.2,1.0,0.986842105263158
240,chr16,2400001,2410000,A.1.1.1.1.2.1.2,1.0,0.986842105263158
241,chr16,2410001,2420000,A.1.1.1.1.2.1.2,1.0,0.986842105263158
242,chr16,2420001,2430000,A.1.1.1.1.2.1.2,1.0,0.986842105263158
243,chr16,2430001,2440000,A.1.1.1.1.2.1.2,1.0,0.986842105263158
244,chr16,2440001,2450000,A.1.1.1.1.2.1.2,1.0,0.986842105263158
245,chr16,2450001,2460000,A.1.1.1.1.2.1.2,1.0,0.986842105263158
246,chr16,2460001,2470000,A.1.1.1.1.2.1.2,1.0,0.986842105263158
247,chr16,2470001,2480000,A.1.1.1.1.2.1.2,1.0,0.986842105263158
248,chr16,2480001,2490000,A.1.1.1.1.2.1.2,1.0,0.986842105263158
249,chr16,2490001,2500000,A.1.1.1.1.2.1.2,1.0,0.986842105263158
250,chr16,2500001,2510000,A.1.1.1.1.2.1.2,1.0,0.986842105263158
251,chr16,2510001,2520000,A.1.1.1.1.2.1.2,1.0,0.986842105263158
252,chr16,2520001,2530000,A.1.1.1.1.2.1.2,1.0,0.986842105263158
253,chr16,2530001,2540000,A.1.1.1.1.2.1.2,1.0,0.986842105263158
254,chr16,2540001,2550000,A.1.1.1.1.2.1.2,1.0,0.986842105263158
255,chr16,2550001,2560000,A.1.1.1.1.2.1.2,1.0,0.986842105263158
256,chr16,2560001,2570000,A.1.1.1.1.2.1.2,1.0,0.986842105263158
257,chr16,2570001,2580000,A.1.1.1.1.2.1.2,1.0,0.986842105263158
258,chr16,2580001,2590000,A.1.1.1.1.2.1.2,1.0,0.986842105263158
259,chr16,2590001,2600000,A.1.1.1.1.2.1.2,1.0,0.986842105263158
260,chr16,2600001,2610000,A.1.1.1.1.2.1.2,1.0,0.986842105263158
261,chr16,2610001,2620000,A.1.1.1.1.2.1.2,1.0,0.986842105263158
262,chr16,2620001,2630000,A.1.1.1.1.2.1.2,1.0,0.986842105263158
263,chr16,2630001,2640000,A.1.1.1.1.2.1.2,1.0,0.986842105263158
264,chr16,2640001,2650000,A.1.1.1.1.2.1.2,1.0,0.986842105263158
265,chr16,2650001,2660000,A.1.1.1.1.2.1.2,1.0,0.986842105263158
266,chr16,2660001,2670000,A.1.1.1.1.2.1.2,1.0,0.986842105263158
267,chr16,2670001,2680000,A.1.1.1.1.2.1.2,1.0,0.986842105263158
268,chr16,2680001,2690000,A.1.1.1.1.2.1.2,1.0,0.986842105263158
269,chr16,2690001,2700000,A.1.1.1.1.2.1.2,1.0,0.986842105263158
270,chr16,2700001,2710000,A.1.1.1.1.2.1.1,1.0,0.991228070175439
271,chr16,2710001,2720000,A.1.1.1.1.2.1.1,1.0,0.991228070175439
272,chr16,2720001,2730000,A.1.1.1.1.2.1.1,1.0,0.991228070175439
273,chr16,2730001,2740000,A.1.1.1.1.2.1.1,1.0,0.991228070175439
274,chr16,2740001,2750000,A.1.1.1.1.2.1.1,1.0,0.991228070175439
275,chr16,2750001,2760000,A.1.1.1.1.2.1.1,1.0,0.991228070175439
276,chr16,2760001,2770000,A.1.1.1.1.2.1.1,1.0,0.991228070175439
277,chr16,2770001,2780000,A.1.1.1.1.2.1.1,1.0,0.991228070175439
278,chr16,2780001,2790000,A.1.1.1.1.2.1.1,1.0,0.991228070175439
279,chr16,2790001,2800000,A.1.1.1.1.2.1.1,1.0,0.991228070175439
280,chr16,2800001,2810000,A.1.1.1.1.2.1.1,1.0,0.991228070175439
281,chr16,2810001,2820000,A.1.1.1.1.2.1.1,1.0,0.991228070175439
282,chr16,2820001,2830000,A.1.1.1.1.2.1.1,1.0,0.991228070175439
283,chr16,2830001,2840000,A.1.1.1.1.2.1.1,1.0,0.991228070175439
284,chr16,2840001,2850000,A.1.1.1.1.2.1.1,1.0,0.991228070175439
285,chr16,2850001,2860000,A.1.1.1.1.2.1.1,1.0,0.991228070175439
286,chr16,2860001,2870000,A.1.1.1.1.2.1.1,1.0,0.991228070175439
287,chr16,2870001,2880000,A.1.1.1.1.2.1.1,1.0,0.991228070175439
288,chr16,2880001,2890000,A.1.1.1.1.2.1.1,1.0,0.991228070175439
289,chr16,2890001,2900000,A.1.1.1.1.2.1.1,1.0,0.991228070175439
290,chr16,2900001,2910000,A.1.1.1.1.2.1.1,1.0,0.991228070175439
291,chr16,2910001,2920000,A.1.1.1.1.2.1.1,1.0,0.991228070175439
292,chr16,2920001,2930000,A.1.1.1.1.2.1.1,1.0,0.991228070175439
293,chr16,2930001,2940000,A.1.1.1.1.2.1.1,1.0,0.991228070175439
294,chr16,2940001,2950000,A.1.1.1.1.2.1.1,1.0,0.991228070175439
295,chr16,2950001,2960000,A.1.1.1.1.2.1.1,1.0,0.991228070175439
296,chr16,2960001,2970000,A.1.1.1.1.2.1.1,1.0,0.991228070175439
297,chr16,2970001,2980000,A.1.1.1.1.2.1.1,1.0,0.991228070175439
298,chr16,2980001,2990000,A.1.1.1.1.2.1.1,1.0,0.991228070175439
299,chr16,2990001,3000000,A.1.1.1.1.2.1.1,1.0,0.991228070175439
300,chr16,3000001,3010000,A.1.1.1.1.2.1.1,1.0,0.991228070175439
301,chr16,3010001,3020000,A.1.1.1.1.2.1.1,1.0,0.991228070175439
302,chr16,3020001,3030000,A.1.1.1.1.2.1.1,1.0,0.991228070175439
303,chr16,3030001,3040000,A.1.1.1.1.2.1.1,1.0,0.991228070175439
304,chr16,3040001,3050000,A.1.1.1.1.2.1.1,1.0,0.991228070175439
305,chr16,3050001,3060000,A.1.1.1.1.2.1.1,1.0,0.991228070175439
306,chr16,3060001,3070000,A.1.1.1.1.2.1.1,1.0,0.991228070175439
307,chr16,3070001,3080000,A.1.1.1.1.2.1.1,1.0,0.991228070175439
308,chr16,3080001,3090000,A.1.1.1.1.2.1.1,1.0,0.991228070175439
309,chr16,3090001,3100000,A.1.1.1.1.2.1.1,1.0,0.991228070175439
310,chr16,3100001,3110000,A.1.2.1.1.2.1.1.1.1,0.875,0.907894736842105
311,chr16,3110001,3120000,A.1.2.1.1.2.1.1.1.1,0.875,0.907894736842105
312,chr16,3120001,3130000,A.1.2.1.1.2.1.1.1.1,0.875,0.907894736842105
313,chr16,3130001,3140000,A.1.2.1.1.2.1.1.1.1,0.875,0.907894736842105
314,chr16,3140001,3150000,A.1.2.1.1.2.1.1.1.1,0.875,0.907894736842105
315,chr16,3150001,3160000,A.1.2.1.1.2.1.1.1.1,0.875,0.907894736842105
316,chr16,3160001,3170000,A.1.2.1.1.2.1.1.1.1,0.875,0.907894736842105
317,chr16,3170001,3180000,A.1.2.1.1.2.1.1.1.1,0.875,0.907894736842105
318,chr16,3180001,3190000,A.1.2.1.1.2.1.1.1.1,0.875,0.907894736842105
319,chr16,3190001,3200000,A.1.2.1.1.2.1.1.1.1,0.875,0.907894736842105
320,chr16,3200001,3210000,A.1.1.2.1.2.2,1.0,0.951754385964912
321,chr16,3210001,3220000,A.1.1.2.1.2.2,1.0,0.951754385964912
322,chr16,3220001,3230000,A.1.1.2.1.2.2,1.0,0.951754385964912
323,chr16,3230001,3240000,A.1.1.2.1.2.2,1.0,0.951754385964912
324,chr16,3240001,3250000,A.1.1.2.1.2.2,1.0,0.951754385964912
325,chr16,3250001,3260000,A.1.1.2.1.2.2,1.0,0.951754385964912
326,chr16,3260001,3270000,A.1.1.2.1.2.2,1.0,0.951754385964912
327,chr16,3270001,3280000,A.1.1.2.1.2.2,1.0,0.951754385964912
328,chr16,3280001,3290000,A.1.1.2.1.2.2,1.0,0.951754385964912
329,chr16,3290001,3300000,A.1.1.2.1.2.2,1.0,0.951754385964912
330,chr16,3300001,3310000,A.1.1.2.1.2.2,1.0,0.951754385964912
331,chr16,3310001,3320000,A.1.1.2.1.2.2,1.0,0.951754385964912
332,chr16,3320001,3330000,A.1.1.2.1.2.2,1.0,0.951754385964912
333,chr16,3330001,3340000,A.1.1.2.1.2.2,1.0,0.951754385964912
334,chr16,3340001,3350000,A.1.1.2.1.2.2,1.0,0.951754385964912
335,chr16,3350001,3360000,A.1.1.2.1.2.2,1.0,0.951754385964912
336,chr16,3360001,3370000,A.1.1.2.1.2.2,1.0,0.951754385964912
337,chr16,3370001,3380000,A.1.1.2.1.2.2,1.0,0.951754385964912
338,chr16,3380001,3390000,A.1.1.2.1.2.2,1.0,0.951754385964912
339,chr16,3390001,3400000,A.1.1.2.1.2.2,1.0,0.951754385964912
340,chr16,3400001,3410000,A.1.1.2.1.2.2,1.0,0.951754385964912
